TotalMinutesAsleep,Calories,TotalSteps,VeryActiveMinutes,SedentaryMinutes,BMI,AvgHeartRate
299.0,2093,8512,0,1066,22.6499996185303,62.286991371513416
527.0,645,2365,63,884,25.8803818146616,66.1184252526082
684.0,1204,813,51,1073,,70.03968513608102
58.0,403,16414,31,369,23.5975591385925,80.64224677144442
313.0,1545,10676,41,476,,59.37717466945024
68.0,3339,8021,14,351,25.2330029963011,61.121440316681635
408.0,2704,8145,56,1080,,74.28327930726643
326.0,513,8688,38,982,,67.68496801847678
58.0,1603,6432,13,2,,84.7318567119191
308.0,1604,5004,54,732,,60.385215175242735
341.0,1745,3223,36,1112,23.8887496556837,59.37717466945024
246.0,1703,42,18,788,25.631572431608,70.25087432594054
106.0,1512,42,8,596,,84.77084566288573
288.0,1423,2226,12,1222,,59.37717466945024
273.0,1168,9515,62,1222,25.4557070622561,73.31932337468515
529.0,1355,7204,17,949,,71.62421064680836
264.0,842,42,33,731,25.7906116402436,72.75623196798125
359.0,1195,12711,7,174,25.8048794254456,72.09336835938993
58.0,1839,13927,6,692,,59.37717466945024
414.0,589,13134,7,1053,,60.23128054198082
58.0,1542,9385,22,484,,67.79561710279336
194.0,2245,10549,48,940,,82.67512653911886
58.0,579,17077,8,1001,26.2167468152009,76.09897821614071
245.0,989,42,31,258,,68.15127302066969
310.0,2384,2995,32,1222,26.1311590576026,64.62687263444442
422.0,1802,5514,46,904,,75.50607323510788
775.0,1385,17094,52,721,26.5475560432213,77.07076962382746
63.0,403,7916,63,755,22.9125101533584,76.83904032308135
365.0,2163,42,0,952,,74.86488970501239
371.0,1939,7811,0,776,22.6499996185303,71.62157504234149
293.0,1546,11767,40,646,26.0522570051798,73.36809946280525
523.0,1302,8286,19,986,,68.60021784405077
58.0,1429,11379,43,577,,73.36040663952396
424.0,2214,6522,0,433,26.391961476866,66.83326314803494
438.0,1811,6365,49,656,,59.37717466945024
58.0,2453,7150,15,495,,72.72225903166482
311.0,3285,6276,18,445,25.3518394575705,59.37717466945024
289.0,1361,756,55,1011,,65.6005919710184
120.0,743,42,40,474,25.5380023584632,67.68033451244646
156.0,1400,3415,32,613,25.6093955717203,73.99047357635527
360.0,1119,42,49,2,25.8764986823605,71.86673045635956
424.0,2423,957,32,662,22.9919348978778,65.91273057617803
212.0,1706,7657,0,1024,25.6615024956886,86.81314078418974
418.0,1445,8795,6,1222,22.6499996185303,84.36460319829297
459.0,2143,5740,0,534,24.4895903797543,84.7354183822398
400.0,1811,6887,25,670,22.6499996185303,62.57993943296157
290.0,1232,17169,22,210,,62.39205650341283
480.0,2786,15160,7,520,,69.29263601290076
151.0,870,42,35,1222,,70.70349844860111
291.0,1523,11525,0,756,26.5605069038136,65.87544375891753
310.0,1948,5639,56,1222,25.7644128252612,72.06646023555327
455.0,1486,9249,12,4,,67.14902364436468
469.0,2700,12501,4,1035,,63.73898594257075
58.0,1317,5959,35,576,,62.39018201081976
323.0,1916,42,0,734,,84.73641548155398
266.0,732,8941,52,308,25.4431187805982,59.77588408188875
278.0,2365,14235,14,1222,,67.70589493736493
729.0,1456,4084,0,585,,68.09898575302506
391.0,2267,11665,43,768,,83.98514403147891
393.0,1550,42,36,797,26.6099478957293,59.37717466945024
58.0,2351,5172,13,1059,,68.84636378658807
234.0,3064,42,6,652,,67.9569461933071
58.0,1968,8520,71,1222,25.5214126390519,65.42051485162092
58.0,1550,2574,22,1108,25.5977055288702,77.19343132271361
221.0,1821,1104,25,989,26.172222234339,68.55925085865486
155.0,2692,7465,12,904,28.9460160032254,70.47900762008459
443.0,3193,12271,0,1222,25.4234505364721,80.64000303490062
109.0,3923,6338,0,879,26.1890569202884,59.37717466945024
475.0,2583,6441,10,739,26.3589004237628,59.37717466945024
336.0,403,9817,15,769,,72.2151195876046
225.0,990,5138,0,520,,59.37717466945024
516.0,1475,6316,1,915,,62.00671126014433
432.0,1573,9913,13,1222,25.6392168397429,72.84848496458144
576.0,2450,7994,2,873,24.1498592496662,65.64476176814159
322.0,1425,42,34,550,26.4778781897104,67.91625249038124
58.0,1603,6432,13,2,,84.7318567119191
58.0,961,9883,0,1047,,67.08870262859432
393.0,1550,42,36,797,26.6099478957293,59.37717466945024
270.0,2402,3963,21,931,,80.09957941600274
58.0,1828,279,38,783,26.2532649416222,59.37717466945024
443.0,3623,9284,21,972,27.0616633320168,62.08467123931609
601.0,2370,5905,0,551,25.432528456765,61.695606498404274
502.0,1242,14282,29,1222,26.756114200785,71.9024934358775
621.0,1102,42,20,692,23.606792362821,74.45670986855956
675.0,884,7705,74,1074,,60.23003291387576
279.0,2034,7413,68,987,,59.37717466945024
221.0,716,3993,28,672,,68.42783307038266
428.0,1082,9361,0,1222,25.9033047453478,68.92025162506665
215.0,1257,3117,5,1006,,66.70260577953833
398.0,3328,2130,5,506,22.6499996185303,61.50640120508159
415.0,1426,5794,0,569,,59.37717466945024
470.0,2874,12041,58,481,,59.37717466945024
254.0,1356,15500,14,1045,,71.50510542366422
151.0,1375,3674,0,498,,72.77286484735893
414.0,2746,7776,39,1104,,79.25695178320767
429.0,1642,13160,58,870,25.6153986810598,82.5002697837935
734.0,1311,10775,8,774,,60.950881826948844
305.0,1472,10946,11,1080,,72.62013396259351
332.0,2651,13045,69,887,24.2047119050266,70.78159279755702
333.0,2835,1643,17,812,22.6499996185303,70.83651376442562
305.0,1987,12488,0,2,26.0876282656762,81.9791659506838
406.0,3393,4049,38,1116,,70.46752545584494
558.0,4642,4863,0,780,,70.28874528572473
489.0,403,5683,86,632,26.6813593063996,78.58744357857209
130.0,1288,1184,7,510,22.6499996185303,71.9580316045907
543.0,2533,3353,55,866,,82.79183504069252
587.0,1847,7152,89,812,,67.03590424675656
360.0,3367,7907,36,1222,,83.23865760576436
302.0,745,42,6,1020,,59.37717466945024
496.0,1782,7170,65,754,,76.94333428047618
114.0,4703,42,0,213,25.57330721948,59.37717466945024
313.0,1631,8595,45,570,,68.33670686759199
58.0,2176,42,8,205,,81.60604020612303
407.0,1398,6990,66,1113,24.4476204500498,72.10713346879152
285.0,1287,9380,0,799,26.1020197049424,64.26861729172626
285.0,923,18291,40,831,26.0853592738426,66.95893238909174
625.0,1670,42,21,1222,22.6499996185303,67.05104647581388
462.0,1725,7560,20,799,,67.32653422976061
544.0,492,13921,0,717,22.6499996185303,79.05892513116103
58.0,2471,6511,6,98,,79.6390624465811
385.0,1435,42,82,1011,26.8516239572173,69.48619556986398
379.0,2239,42,50,1222,,79.48817562004434
260.0,887,8310,15,1222,,75.4899112812638
121.0,1562,3461,41,1074,,68.47613764781131
603.0,2199,4645,56,1222,25.1965393912401,69.5498636496608
449.0,1973,42,22,1222,25.8806263006423,84.09366316433173
58.0,1958,13310,16,925,22.9751977772435,59.37717466945024
441.0,578,42,80,985,,64.76624677662437
621.0,1102,42,20,692,23.606792362821,74.45670986855956
410.0,1865,3053,72,350,23.6223011415202,59.81223510450995
352.0,791,13671,164,1222,,83.62110491347829
442.0,1658,2903,5,2,26.8987961214686,70.99964920952806
246.0,2542,390,61,747,,74.71231246299091
58.0,1583,5141,59,832,,74.83740343906285
374.0,2592,4353,27,701,25.1751995774633,62.3485445835382
317.0,1393,10951,23,725,24.9897856248421,78.0984852802389
246.0,2542,390,61,747,,74.71231246299091
380.0,3820,16341,0,867,,78.57957090069544
475.0,2148,2382,41,956,27.9552534158156,72.5296233369409
298.0,1910,13303,24,597,,68.86039915791493
610.0,1247,6604,57,682,,63.83929188673929
694.0,1794,7525,0,1222,25.6308705464936,79.28932799585817
360.0,3367,7907,36,1222,,83.23865760576436
59.0,1040,715,0,790,23.5962345289454,75.42521038983746
298.0,1910,13303,24,597,,68.86039915791493
439.0,1158,6254,33,478,,74.43751399669672
278.0,1745,8571,15,440,25.7873986167962,79.17395768575196
128.0,1678,7256,8,800,,65.64509146937473
544.0,972,42,8,1031,47.5400009155273,77.17570551323458
356.0,2024,42,18,643,25.6265347753948,67.85031913900745
271.0,1449,6678,28,605,25.7453445869193,65.14424987593226
90.0,4900,5053,2,1222,23.7856683008579,59.37717466945024
229.0,1598,12982,1,635,22.6499996185303,66.4798255942905
115.0,1606,7905,30,2,,88.07043934695288
303.0,2667,6914,10,660,,66.44259805821603
365.0,2199,8684,24,946,22.6499996185303,70.59630716318279
58.0,1828,279,38,783,26.2532649416222,59.37717466945024
375.0,1340,42,15,225,25.6682402021959,70.68767814415779
408.0,1230,17204,77,1222,,68.25051222600675
109.0,3923,6338,0,879,26.1890569202884,59.37717466945024
245.0,2198,42,17,804,25.4679601674272,69.03001973966867
58.0,2314,42,59,823,,59.37717466945024
221.0,716,3993,28,672,,68.42783307038266
402.0,3113,8462,0,606,,60.93752956251387
58.0,4900,5477,7,634,25.8807916511208,59.37717466945024
124.0,607,10534,0,571,,69.27923984614168
447.0,2057,3272,5,1222,,72.1838353993069
58.0,2240,8043,69,1222,25.4960282484123,69.76819419817151
425.0,1311,42,25,670,25.3930032639065,74.85612312365427
358.0,1628,13942,0,968,,59.37717466945024
345.0,1734,5623,7,619,,59.37717466945024
615.0,2075,1337,0,390,25.6111778903873,61.736194575885975
58.0,1500,7366,12,1033,25.6791270502141,73.96586181709344
58.0,4900,5477,7,634,25.8807916511208,59.37717466945024
425.0,1799,8669,0,824,,67.95194543769654
452.0,2039,3606,0,998,25.7814248849681,72.01046955738877
272.0,484,7946,9,1222,,69.9932502999455
271.0,2450,9202,1,903,,75.54117639270498
220.0,2646,2045,27,836,,70.48696652468954
58.0,1633,4450,66,1222,25.6551068417091,77.74575350523935
326.0,1429,2628,57,954,25.5068598439822,87.57012963856451
58.0,2711,22076,37,1222,,72.70298896929891
58.0,1826,4773,0,680,26.6701414726179,59.37717466945024
439.0,2032,42,42,825,25.6312770466488,70.8691123348272
403.0,1812,7698,14,916,,59.37717466945024
403.0,1812,7698,14,916,,59.37717466945024
305.0,2267,7056,8,800,,68.1516410155945
226.0,1156,9878,3,820,25.6793996506586,59.37717466945024
302.0,2161,4713,63,586,25.396402550762,72.8551930094517
323.0,1704,3927,0,774,,62.650201129832205
58.0,1288,2610,10,443,22.6499996185303,71.26662968003014
58.0,1549,4170,18,759,26.8524305697264,68.56515362331344
400.0,2164,12331,11,695,25.2902882301746,75.45461659641057
361.0,1662,3693,0,559,,67.61010605261224
621.0,1102,42,20,692,23.606792362821,74.45670986855956
601.0,2370,5905,0,551,25.432528456765,61.695606498404274
365.0,1613,42,63,973,,74.42069590414829
422.0,1802,5514,46,904,,75.50607323510788
348.0,841,10356,26,978,,70.062332121027
307.0,2231,3106,18,1222,,59.37717466945024
500.0,1702,6160,81,882,25.9525299367821,77.42228659511112
305.0,1741,42,45,456,22.6499996185303,59.88938163422446
316.0,2116,10263,59,467,23.8087903977489,68.07566467872253
308.0,1604,5004,54,732,,60.385215175242735
195.0,4900,1784,43,1065,,71.97549373384656
266.0,1828,3234,39,429,,59.37717466945024
101.0,1268,5766,29,809,,84.95991305658991
345.0,1300,10052,9,784,23.3520358653177,59.37717466945024
300.0,1351,5091,2,768,,70.36811228643872
375.0,1861,1871,68,466,,77.30309889422686
766.0,1533,2591,23,770,25.6279948966112,67.14920629927478
296.0,1977,1976,58,940,25.2710170875914,77.52562909876721
385.0,874,7972,46,676,,72.0419484299853
454.0,1893,14696,46,677,,82.83886313776563
58.0,2308,10364,60,644,25.6499689743176,78.71114111492965
339.0,2294,5468,2,978,25.8468153420255,67.12798822270442
360.0,3367,7907,36,1222,,83.23865760576436
557.0,1450,6858,53,875,,75.47194323591793
326.0,2061,2969,8,1222,,76.45837832300491
253.0,403,10757,0,703,,64.17631823224669
313.0,3988,6869,44,763,,81.3160705712136
414.0,2746,7776,39,1104,,79.25695178320767
251.0,2197,7872,0,763,,59.37717466945024
397.0,839,4759,21,1222,,65.76113232227915
337.0,1855,42,39,675,25.5780053050501,77.56115950947415
306.0,2233,8598,20,557,,65.95689440780257
332.0,584,10232,4,629,25.871241481073,68.7837241070681
207.0,4038,6852,10,867,26.1407840707128,75.87720464949682
423.0,403,7782,22,480,,80.94364529549823
503.0,438,11558,3,802,25.4409912765326,61.79170436684924
432.0,2272,1792,0,473,,59.37717466945024
441.0,1710,3729,27,1222,,68.04680088981544
191.0,2731,8627,9,1222,22.6499996185303,71.53856761301209
313.0,3149,5288,0,1222,25.8057709916455,59.37717466945024
729.0,1456,4084,0,585,,68.09898575302506
308.0,1963,42,60,1222,,73.4931278241973
405.0,1424,42,77,702,25.6720144977524,65.55217291729286
297.0,1236,7839,16,819,,75.44795333878407
268.0,1517,8456,13,1202,,77.89183999904714
457.0,1684,42,5,931,,63.6214103670096
109.0,4629,2644,60,1222,26.1458795629756,69.794018807322
319.0,2081,42,4,857,25.8734643546075,59.37717466945024
447.0,2057,3272,5,1222,,72.1838353993069
537.0,1271,42,0,544,25.2656222841093,63.473988512879885
433.0,4201,8062,0,712,,59.37717466945024
355.0,2239,9356,0,751,25.321098102018,59.37717466945024
382.0,1368,3197,0,427,22.6499996185303,72.0361121104112
337.0,2489,9093,11,914,,72.71946767975888
509.0,736,6209,28,1222,,75.7385357590172
247.0,1374,16165,19,1027,,65.81613319892573
716.0,3890,3647,0,781,23.2847091961766,60.409710680430315
427.0,3478,5748,0,705,,70.17457925585882
449.0,1973,42,22,1222,25.8806263006423,84.09366316433173
243.0,1043,2764,6,1095,25.9155886299572,59.37717466945024
750.0,1615,5560,14,861,,70.11464975837792
615.0,2075,1337,0,390,25.6111778903873,61.736194575885975
363.0,2378,4544,1,865,22.6499996185303,67.61210643921896
327.0,403,3323,6,936,,73.54698486768157
219.0,2020,7915,0,847,,84.77532971584377
476.0,1702,7713,26,834,25.589306709177,75.60097130730301
501.0,1857,5952,0,809,,72.76904587805953
249.0,1290,3204,0,876,25.5076646255928,72.80761494234928
251.0,1872,42,22,1186,22.7034091978521,64.08722721406417
537.0,4186,3370,0,1222,,61.58123092906064
323.0,1913,5240,34,655,,62.134592124102085
296.0,2960,5045,0,889,,67.36231136307244
435.0,1693,6794,60,805,24.3121417564738,72.82824989950198
354.0,3054,248,0,610,22.6499996185303,84.15109924187145
207.0,1893,8669,9,781,26.1201824345276,72.19868034017819
526.0,2308,6726,0,1014,25.1579695205361,64.91345391641528
415.0,1426,5794,0,569,,59.37717466945024
374.0,2592,4353,27,701,25.1751995774633,62.3485445835382
264.0,4014,10431,14,1222,26.6046376201509,79.76149460898954
441.0,780,4641,36,469,,71.42862343378911
171.0,2859,5269,11,1102,25.9171138294438,71.11600885788519
429.0,932,11198,37,922,25.6601993399508,59.37717466945024
448.0,2856,7014,40,1160,,82.40800126506677
385.0,1602,3575,2,827,,75.37361451067346
366.0,3870,7483,21,462,25.8220517887264,80.2235610862018
370.0,1726,7935,0,1058,25.3622030754819,75.02819352572463
58.0,1549,4170,18,759,26.8524305697264,68.56515362331344
398.0,1056,42,2,559,24.13938162492,70.49180100938543
426.0,1146,5991,22,753,,68.5337021117535
211.0,2490,42,59,804,26.877489467298,89.10545488629597
462.0,3644,11114,5,942,,59.37717466945024
58.0,403,2544,6,1161,22.6499996185303,61.89467740842577
461.0,4348,3887,12,1222,22.6499996185303,68.44879344878252
326.0,2061,2969,8,1222,,76.45837832300491
523.0,2090,10921,0,700,,65.64369367430709
197.0,2146,13223,5,1076,25.0251292082562,70.43013870404015
394.0,3520,1979,0,773,,59.37717466945024
503.0,438,11558,3,802,25.4409912765326,61.79170436684924
370.0,586,1866,18,2,,64.45159334162705
318.0,2238,5289,39,1222,,78.96578946032406
408.0,1230,17204,77,1222,,68.25051222600675
707.0,1979,7997,3,1218,,59.37717466945024
58.0,1461,2738,20,1220,25.6799248744104,68.48487078792853
58.0,1783,11717,27,1078,25.1653527611705,79.40351412720679
407.0,2381,7520,0,967,,59.37717466945024
58.0,1414,8947,0,202,25.532853232152,76.14374087200156
495.0,1633,42,41,426,,59.37717466945024
58.0,1414,8947,0,202,25.532853232152,76.14374087200156
527.0,645,2365,63,884,25.8803818146616,66.1184252526082
120.0,743,42,40,474,25.5380023584632,67.68033451244646
363.0,2262,9972,16,1222,25.1491336857126,70.34367888076405
564.0,657,1749,20,1067,,64.16321639781903
348.0,841,10356,26,978,,70.062332121027
513.0,1515,42,0,817,,59.37717466945024
527.0,2157,10277,5,155,,70.97893743100339
58.0,971,13697,62,1222,,81.22698600548571
106.0,1512,42,8,596,,84.77084566288573
285.0,923,18291,40,831,26.0853592738426,66.95893238909174
354.0,2236,6450,13,1222,,59.37717466945024
343.0,1421,7094,4,467,25.1568004308092,104.87147199305254
514.0,1743,15112,0,606,25.2957196516268,59.37717466945024
249.0,1424,6412,30,1032,,73.62692697633773
272.0,3086,4933,10,1222,,81.66574501346113
486.0,1737,656,51,1222,22.6499996185303,59.37717466945024
517.0,2107,7220,9,994,,59.70039174421378
218.0,2209,1293,0,755,,71.57666084843183
345.0,1137,8477,28,811,,66.54524294544022
215.0,4184,2093,86,1222,26.1570555556406,71.46190406891283
379.0,2239,42,50,1222,,79.48817562004434
401.0,1413,7729,33,893,,69.08708328617175
581.0,1237,3516,11,696,26.3934572090583,70.11927447274539
325.0,403,6748,6,521,26.4627884734818,77.97353240265926
309.0,1903,14076,5,987,25.6009621683886,78.915974516708
366.0,3540,6471,53,772,25.3175891239985,72.5450898073559
58.0,3669,1934,0,611,23.0157303381225,75.40298737271324
304.0,1653,9869,10,616,,67.37131688022512
366.0,3540,6471,53,772,25.3175891239985,72.5450898073559
268.0,3419,17340,57,1051,22.6499996185303,77.48733824886395
404.0,2109,42,4,767,,75.00354810607728
392.0,403,8809,32,1221,29.4686252143288,75.35925733289676
269.0,784,7637,7,677,25.524766682371,59.37717466945024
573.0,1466,13624,76,1222,,75.35136604162263
406.0,2026,11285,13,891,,59.37717466945024
450.0,403,17985,62,800,25.1654089087248,74.96352413722337
441.0,578,42,80,985,,64.76624677662437
411.0,2076,1446,0,612,,62.36217545441229
502.0,1555,338,0,1222,,59.37717466945024
365.0,2163,42,0,952,,74.86488970501239
415.0,1364,13704,85,819,26.4389407152728,72.44849115908879
219.0,2334,1861,0,554,25.3010944372852,74.2537302242076
492.0,3260,6079,0,634,25.9807235970615,73.32661276490224
450.0,403,42,8,692,26.1877618088001,66.51078293860418
305.0,509,2891,59,1067,25.467681870854,66.76025530409885
261.0,403,8459,12,1216,,64.35287311549423
630.0,1682,14369,43,1205,,71.34495127920249
58.0,2160,42,85,910,26.2746736556699,66.89401753473406
338.0,3267,12007,20,965,26.123112004371,85.92406757802544
425.0,1799,8669,0,824,,67.95194543769654
434.0,1003,10983,24,2,,69.21702084893654
119.0,489,14367,5,819,,64.0772873701024
495.0,403,118,13,455,25.9487317389187,62.31917092363662
432.0,2272,1792,0,473,,59.37717466945024
351.0,1805,7762,18,712,25.0757172595094,77.61916229791132
495.0,403,118,13,455,25.9487317389187,62.31917092363662
417.0,2554,634,5,636,26.3001879231295,63.69670283978249
246.0,1704,1611,60,755,,67.80250400795319
528.0,788,10557,0,805,,71.52493323023754
439.0,2032,42,42,825,25.6312770466488,70.8691123348272
411.0,1641,3799,0,819,,69.40030506661846
112.0,2276,972,23,573,,84.03197665499253
453.0,3553,3889,0,407,,64.02170335187614
530.0,1779,105,0,751,,65.20498302922294
393.0,403,7425,0,748,22.6499996185303,67.31545997897281
58.0,1021,7125,2,418,26.0799482872521,66.5426695218213
381.0,1500,1545,28,395,,72.08499262621268
370.0,1213,5312,42,759,,74.12946082129658
356.0,1927,9420,46,1061,26.1979167119104,71.04610193557212
300.0,4260,5523,0,454,28.5686896162578,79.02253529652126
489.0,403,5683,86,632,26.6813593063996,78.58744357857209
289.0,1441,10146,3,915,22.6499996185303,82.79987892236302
101.0,1268,5766,29,809,,84.95991305658991
248.0,746,9989,66,946,,59.37717466945024
226.0,1512,9383,21,1222,25.3453795593967,89.81601612843784
157.0,2357,13768,16,1087,25.7559166831408,81.22123195665567
355.0,1725,42,21,613,,66.40681329434103
242.0,1634,2345,26,477,,69.12063371393207
96.0,2911,4522,0,995,,63.01351358614497
452.0,2066,42,29,1222,,64.891626123302
696.0,2376,7316,20,1023,25.2531001589176,59.37717466945024
58.0,652,6366,20,568,26.2725599392872,69.12020171626854
173.0,1607,1748,6,676,,69.03292625888503
513.0,4119,14333,17,573,,82.0525085246971
719.0,4900,7077,0,739,26.1318318009159,68.85121326085942
245.0,1642,760,14,1222,,70.487181203592
295.0,1256,2596,23,660,,63.933731843509186
309.0,2148,11920,0,1082,22.6499996185303,59.37717466945024
430.0,2509,8104,0,991,25.7173886382961,59.37717466945024
303.0,2667,6914,10,660,,66.44259805821603
514.0,1743,15112,0,606,25.2957196516268,59.37717466945024
307.0,1197,1770,16,2,,75.60364095562636
58.0,2291,11032,6,945,25.1270243249498,89.4651539804241
441.0,1710,3729,27,1222,,68.04680088981544
58.0,1697,5710,0,945,25.0535107390658,77.31190072922827
506.0,1429,1144,18,417,22.6499996185303,66.67939099233948
316.0,1615,4592,66,950,25.9688871637041,70.54318187905832
432.0,2272,1792,0,473,,59.37717466945024
613.0,1681,6901,43,663,,71.44200455920286
136.0,2340,9947,0,653,,69.60897295982274
101.0,3367,6063,8,1222,,67.47684103191892
347.0,575,4048,0,792,,78.91542690134587
58.0,1839,13927,6,692,,59.37717466945024
324.0,1918,42,0,908,25.6494732076884,64.26589198184149
576.0,1765,42,7,1056,25.5849814352297,59.932496489082766
495.0,403,118,13,455,25.9487317389187,62.31917092363662
477.0,2367,5442,9,812,,64.88975662076416
495.0,1633,42,41,426,,59.37717466945024
465.0,1955,6189,2,578,22.6499996185303,102.46446648872936
584.0,1213,6044,26,1222,,67.0770163089278
342.0,523,6286,11,1093,,64.05616005407376
120.0,743,42,40,474,25.5380023584632,67.68033451244646
557.0,1450,6858,53,875,,75.47194323591793
58.0,1697,5710,0,945,25.0535107390658,77.31190072922827
58.0,2121,12576,9,811,25.4461844370591,70.78120395513318
312.0,2276,6925,0,932,,63.560801872582076
61.0,4154,2707,0,727,22.6499996185303,66.339100727925
331.0,3683,14888,0,985,24.6244344381429,59.37717466945024
58.0,2197,6903,0,707,25.9972727835204,69.2198727047461
314.0,2397,5167,64,1222,,72.28940739076245
284.0,523,6108,46,927,24.7546031309505,77.58016109166851
329.0,1244,42,35,1222,,76.8699635561656
502.0,1242,14282,29,1222,26.756114200785,71.9024934358775
340.0,2384,3056,0,665,,73.32872009089343
393.0,2171,4442,10,1025,,84.35456117169075
96.0,1483,16341,47,932,22.6499996185303,67.56486542553947
381.0,1500,1545,28,395,,72.08499262621268
621.0,1102,42,20,692,23.606792362821,74.45670986855956
58.0,1904,42,31,1222,,68.83079687423034
230.0,1436,9001,39,1222,,70.59781134565247
442.0,2442,8031,33,259,25.8223241857377,62.547343496397424
188.0,2253,7780,14,267,,73.6243516689795
379.0,2239,42,50,1222,,79.48817562004434
550.0,1494,2423,12,337,,72.31898787041095
292.0,2624,8614,36,313,22.9771168756214,59.37717466945024
58.0,2633,42,8,698,26.1470344225525,71.39735761708829
261.0,403,8459,12,1216,,64.35287311549423
264.0,1023,8725,17,417,,68.86555991516052
120.0,4063,7730,0,906,26.5676406133248,85.9436149339737
343.0,704,11307,0,1222,,67.32792761712301
247.0,594,4747,15,633,,76.70965471661238
327.0,403,3323,6,936,,73.54698486768157
479.0,403,10923,0,1222,26.2180167645493,63.837794631332024
303.0,2667,6914,10,660,,66.44259805821603
303.0,2667,6914,10,660,,66.44259805821603
73.0,1549,10041,0,571,24.9375172969987,59.37717466945024
136.0,650,3390,15,977,,59.37717466945024
386.0,1462,42,60,981,,79.39021534798972
250.0,2551,9826,25,1103,25.6748982035882,67.98619519431823
220.0,2233,17221,52,776,,62.428697317403184
155.0,3778,42,0,781,,68.89888144833661
183.0,962,7624,80,1222,26.7032983529146,62.60975743962917
571.0,901,904,16,987,26.396774044451,79.8548208356728
390.0,1000,9902,14,869,,63.23971151034828
570.0,1671,9070,2,884,,65.05811697860317
615.0,2400,2046,0,1120,,66.202967054701
436.0,637,8369,19,687,,69.2892176186581
157.0,2548,42,0,688,,59.37717466945024
58.0,1282,9569,25,372,26.8201017437947,59.37717466945024
557.0,1605,42,83,1062,26.1600798134518,66.36720821968784
411.0,1641,3799,0,819,,69.40030506661846
323.0,828,42,44,856,,83.85909384060498
260.0,2724,4896,4,965,25.5517756902862,65.5443854097544
58.0,2240,8043,69,1222,25.4960282484123,69.76819419817151
210.0,3675,1303,10,1053,25.3462800359693,77.1490379736876
470.0,1696,42,50,1113,,59.37717466945024
435.0,2395,4904,56,1096,25.816785799126,66.571041287444
58.0,2797,11322,0,737,,84.5353392236558
375.0,1861,1871,68,466,,77.30309889422686
573.0,2353,10359,32,968,,60.1904885937289
510.0,2503,18093,0,902,,59.37717466945024
468.0,1649,10081,8,1222,25.8401182407784,65.004643900657
220.0,2233,17221,52,776,,62.428697317403184
329.0,2121,13717,53,1222,,69.1061471323594
557.0,1605,42,83,1062,26.1600798134518,66.36720821968784
369.0,705,2622,24,753,25.2487615804411,89.47253619856554
